dataset,efsearch,recall,per_query_us,dimensionality
instructorxl-arxiv-768,10,58.0,737.002,0
instructorxl-arxiv-768,20,72.89,992.961,0
instructorxl-arxiv-768,30,80.11,1292.09,0
instructorxl-arxiv-768,40,84.8,1549.01,0
instructorxl-arxiv-768,50,87.61,1823.61,0
instructorxl-arxiv-768,60,89.38,2104.94,0
instructorxl-arxiv-768,70,90.85,2383.09,0
instructorxl-arxiv-768,80,92.07,2631.54,0
instructorxl-arxiv-768,100,93.78,3479.22,0
instructorxl-arxiv-768,200,97.09,5880.44,0
instructorxl-arxiv-768,300,98.22,8439.57,0
instructorxl-arxiv-768,400,98.82,10848.8,0
instructorxl-arxiv-768,500,99.11,13250.0,0
instructorxl-arxiv-768,600,99.32,15619.2,0
instructorxl-arxiv-768,700,99.52,17907.3,0
instructorxl-arxiv-768,800,99.56,20197.2,0
msong-420,10,64.57,389.378,0
msong-420,20,78.61,487.653,0
msong-420,30,85.01,629.389,0
msong-420,40,89.01,765.719,0
msong-420,50,91.56,895.839,0
msong-420,60,93.07,1039.88,0
msong-420,70,94.06,1171.73,0
msong-420,80,94.95,1286.15,0
msong-420,100,95.98,1694.11,0
msong-420,200,98.58,2708.66,0
msong-420,300,99.28,3771.28,0
msong-420,400,99.5,4751.51,0
msong-420,500,99.59,5694.86,0
msong-420,600,99.72,6592.87,0
msong-420,700,99.82,7470.28,0
msong-420,800,99.88,8313.94,0
nytimes-16-angular,5,58.28,26.5551,0
nytimes-16-angular,10,58.28,22.8671,0
nytimes-16-angular,15,67.16,30.3371,0
nytimes-16-angular,20,72.84,37.3661,0
nytimes-16-angular,25,76.57,45.7461,0
nytimes-16-angular,30,79.35,57.8631,0
nytimes-16-angular,35,81.82,62.9171,0
nytimes-16-angular,40,83.17,71.0911,0
nytimes-16-angular,50,86.44,110.112,0
nytimes-16-angular,100,92.94,191.86,0
nytimes-16-angular,150,95.37,273.803,0
nytimes-16-angular,200,96.62,360.98,0
nytimes-16-angular,250,97.35,443.392,0
nytimes-16-angular,300,97.9,525.002,0
nytimes-16-angular,350,98.4,605.453,0
nytimes-16-angular,400,98.7,693.684,0
openai-1536-angular,10,57.32,1275.89,0
openai-1536-angular,20,72.28,1784.37,0
openai-1536-angular,30,79.71,2283.44,0
openai-1536-angular,40,84.26,2721.03,0
openai-1536-angular,50,86.52,3241.13,0
openai-1536-angular,60,88.54,3721.64,0
openai-1536-angular,70,90.04,4163.21,0
openai-1536-angular,80,90.95,4623.11,0
openai-1536-angular,100,92.72,5750.18,0
openai-1536-angular,200,96.67,10290.3,0
openai-1536-angular,300,98.07,14750.5,0
openai-1536-angular,400,98.68,19152.5,0
openai-1536-angular,500,99.06,23507.1,0
openai-1536-angular,600,99.22,27784.8,0
openai-1536-angular,700,99.33,31988.3,0
openai-1536-angular,800,99.4,36149.4,0
sift-128-euclidean,5,65.39,145.533,0
sift-128-euclidean,10,65.39,116.301,0
sift-128-euclidean,15,74.57,148.526,0
sift-128-euclidean,20,80.03,175.248,0
sift-128-euclidean,25,83.76,214.34,0
sift-128-euclidean,30,86.51,235.359,0
sift-128-euclidean,35,88.72,272.017,0
sift-128-euclidean,40,90.29,293.966,0
sift-128-euclidean,100,96.76,668.582,0
sift-128-euclidean,200,99.11,1179.86,0
sift-128-euclidean,300,99.55,1675.87,0
sift-128-euclidean,400,99.71,2154.6,0
sift-128-euclidean,500,99.84,2618.7,0
sift-128-euclidean,600,99.87,3062.39,0
sift-128-euclidean,700,99.89,3500.67,0
sift-128-euclidean,800,99.91,3926.95,0
