dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,5,82.74,5060.15,0.757589
contriever-768,10,88.85,5427.84,1.15962
contriever-768,20,92.97,6201.33,1.97296
contriever-768,30,94.46,7072.26,2.76633
contriever-768,40,95.04,7823.65,3.55686
contriever-768,50,95.52,8653.55,4.34104
contriever-768,60,95.81,9431.79,5.13348
contriever-768,70,95.97,10247.9,5.92128
contriever-768,80,96.16,11007.2,6.70478
contriever-768,90,96.32,11831.8,7.48226
contriever-768,100,96.4,12641.6,8.25808
contriever-768,110,96.47,13419.2,9.06397
contriever-768,120,96.55,14226.7,9.86084
contriever-768,130,96.64,15040.9,10.6336
contriever-768,140,96.66,15844.2,11.4511
contriever-768,150,96.7,16627.8,12.2143
contriever-768,160,96.76,17440.6,13.0225
contriever-768,170,96.79,18172.8,13.7966
contriever-768,180,96.86,19033.8,14.6683
contriever-768,190,96.88,19813.7,15.5915
contriever-768,200,96.94,20715.4,16.5535
contriever-768,240,97.06,24081.8,20.5016
contriever-768,280,97.06,27278.3,24.371
deep-image-96-angular,5,70.98,1229.45,1.00453
deep-image-96-angular,10,81.6,1922.31,1.95106
deep-image-96-angular,20,88.69,3212.1,3.20327
deep-image-96-angular,30,91.25,4440.32,4.33359
deep-image-96-angular,40,92.35,5620.71,5.68258
deep-image-96-angular,50,93.07,6777.84,7.25286
deep-image-96-angular,60,93.48,7967.41,8.78056
deep-image-96-angular,70,93.73,8897.95,8.76376
deep-image-96-angular,80,93.98,10009.3,10.107
deep-image-96-angular,90,94.1,11019.2,11.5979
deep-image-96-angular,100,94.2,12315.3,13.18
deep-image-96-angular,110,94.3,13297.9,14.811
deep-image-96-angular,120,94.37,14418.5,16.3544
deep-image-96-angular,130,94.47,15502.5,17.8053
deep-image-96-angular,140,94.5,16272.0,16.8042
deep-image-96-angular,150,94.51,17082.1,16.838
deep-image-96-angular,160,94.55,18059.9,18.001
deep-image-96-angular,170,94.55,19074.8,19.2419
gist-960-euclidean,5,43.52,6369.23,0.823319
gist-960-euclidean,10,57.59,6755.32,1.2381
gist-960-euclidean,20,71.2,7584.62,2.06036
gist-960-euclidean,30,78.64,8445.12,2.8956
gist-960-euclidean,40,83.66,9238.08,3.6904
gist-960-euclidean,50,87.0,10050.4,4.48675
gist-960-euclidean,60,89.22,10807.9,5.27646
gist-960-euclidean,70,91.27,11653.2,6.05233
gist-960-euclidean,80,92.66,12403.0,6.82012
gist-960-euclidean,90,93.93,13202.1,7.57101
gist-960-euclidean,100,94.66,13931.9,8.31124
gist-960-euclidean,110,95.41,14716.4,9.08135
gist-960-euclidean,120,95.89,15441.5,9.80196
gist-960-euclidean,130,96.45,16237.7,10.5769
gist-960-euclidean,140,96.88,16982.4,11.3306
gist-960-euclidean,150,97.21,17688.3,12.0296
gist-960-euclidean,160,97.48,18467.3,12.793
gist-960-euclidean,170,97.74,19143.7,13.4844
gist-960-euclidean,180,98.04,19885.3,14.2299
gist-960-euclidean,190,98.18,20614.8,14.9131
gist-960-euclidean,200,98.24,21328.6,15.6213
gist-960-euclidean,240,98.82,24190.1,18.5939
gist-960-euclidean,280,99.24,27030.2,21.8491
gist-960-euclidean,320,99.41,29710.3,25.0842
gist-960-euclidean,360,99.52,32591.6,28.0218
glove-200-angular,5,35.4,1901.08,1.11052
glove-200-angular,10,43.64,2755.03,2.02145
glove-200-angular,20,53.85,4551.21,3.73724
glove-200-angular,30,61.37,6464.41,5.89944
glove-200-angular,40,67.31,8210.0,7.64859
glove-200-angular,50,71.3,9942.01,9.25526
glove-200-angular,60,74.8,11800.6,11.7524
glove-200-angular,70,77.89,13819.3,13.9961
glove-200-angular,80,79.85,15613.2,16.048
glove-200-angular,90,81.75,17251.2,17.911
glove-200-angular,100,82.91,18755.7,17.9374
glove-200-angular,110,83.85,20537.1,20.2195
glove-200-angular,120,84.77,22575.7,23.1089
glove-200-angular,130,85.6,24335.6,25.6865
glove-200-angular,140,86.55,25907.1,27.8185
glove-200-angular,150,87.05,27681.1,29.6901
glove-200-angular,160,87.58,29281.1,31.4593
glove-200-angular,170,88.01,30626.1,33.1697
glove-200-angular,180,88.35,32187.1,34.8107
glove-200-angular,190,88.54,33819.7,36.4539
glove-200-angular,200,88.75,35291.9,38.0509
glove-200-angular,240,89.29,40634.5,39.8957
glove-200-angular,280,89.52,47095.7,51.4691
glove-200-angular,320,89.59,52234.4,58.0676
glove-200-angular,360,89.54,57220.6,63.2248
instructorxl-arxiv-768,5,75.59,5197.76,0.895491
instructorxl-arxiv-768,10,84.92,5670.38,1.43617
instructorxl-arxiv-768,20,91.24,6699.45,2.44487
instructorxl-arxiv-768,30,93.92,7700.7,3.39574
instructorxl-arxiv-768,40,95.44,8612.9,4.35571
instructorxl-arxiv-768,50,96.38,9574.35,5.32783
instructorxl-arxiv-768,60,97.06,10564.4,6.27596
instructorxl-arxiv-768,70,97.53,11488.7,7.19559
instructorxl-arxiv-768,80,97.95,12422.1,8.11898
instructorxl-arxiv-768,90,98.27,13394.0,9.01195
instructorxl-arxiv-768,100,98.55,14324.1,9.99982
instructorxl-arxiv-768,110,98.77,15273.4,10.9283
instructorxl-arxiv-768,120,98.98,16160.0,11.7756
